kg_name;kg_id;analysis_date;Availability_sparqlEndpoint;Availability_RDFDumpM;Availability_RDFDumpQ;Availability_inactiveLinks;Availability_uriDef;Availability_voidAvailability;Licensing_licenseMetadata;Licensing_licenseQuery;Licensing_licenseHR;Interlinking_degreeConnection;Interlinking_clustering;Interlinking_centrality;Interlinking_sameAs;Security_useHTTPS;Security_requiresAuth;Performance_minLatency;Performance_maxLantency;Performance_averageLatency;Performance_sDLatency;Performance_minThroughput;Performance_maxThrougput;Performance_averageThroughput;Performance_sDThroughput;Performance_percentile25L;Performance_percentile75L;Performance_medianL;Performance_percentile25T;Performance_percentile75T;Performance_medianT;Accuracy_emptyAnn;Accuracy_wSA;Accuracy_malformedDataType;Accuracy_FPvalue;Accuracy_IFPvalue;Consistency_deprecated;Consistency_disjointClasses;Consistency_triplesMP;Consistency_triplesMC;Consistency_oHijacking;Consistency_undefinedClass;Consistency_undefinedProperties;Conciseness_exC;Conciseness_intC;Reputation_pageRank;Believability_title;Believability_description;Believability_URI;Believability_reliableProvider;Believability_trustValue;Verifiability_vocabularies;Verifiability_authorQ;Verifiability_authorM;Verifiability_contributor;Verifiability_publisher;Verifiability_sources;Verifiability_sign;Currency_creationDate;Currency_modificationDate;Currency_percentageUpData;Currency_timePassed;Volatility_frequency;Completeness_numTriples;Completeness_numTriplesL;Completeness_interlinkingC;Representational-conciseness_urisLenghtSA;Representational-conciseness_urisLenghtSSd;Representational-conciseness_urisLenghtOA;Representational-conciseness_urisLenghtOSd;Representational-conciseness_urisLenghtPA;Representational-conciseness_urisLenghtPSd;Representational-conciseness_minLengthS;Representational-conciseness_percentile25LengthS;Representational-conciseness_medianLengthS;Representational-conciseness_percentile75LengthS;Representational-conciseness_maxLengthS;Representational-conciseness_minLengthO;Representational-conciseness_percentile25LengthO;Representational-conciseness_medianLengthO;Representational-conciseness_percentile75LengthO;Representational-conciseness_maxLengthO;Representational-conciseness_minLengthP;Representational-conciseness_percentile25LengthP;Representational-conciseness_medianLengthP;Representational-conciseness_percentile75LengthP;Representational-conciseness_maxLengthP;Representational-conciseness_RDFStructures;Understandability_numLabel;Understandability_percentageLabel;Understandability_regexUri;Understandability_vocabularies;Understandability_example;Interpretability_numBN;Interpretability_RDFStructures;Versatility_languagesQ;Versatility_languagesM;Versatility_serializationFormats;Versatility_sparqlEndpoint;Versatility_availabilityDownloadQ;Versatility_availabilityDownloadM;totalScore;normalizedScore;availabilityScoreValue;licensingScoreValue;interlinkingScoreValue;performanceScoreValue;accuracyScoreValue;consistencyScoreValue;concisenessScoreValue;verifiabilityScoreValue;reputationScoreValue;believabilityScoreValue;currencyScoreValue;volatilityScoreValue;completenessScoreValue;amountScoreValue;repConsScoreValue;repConcScoreValue;understScoreValue;interpretabilityScoreValue;versatilityScoreValue;securityScoreValue
TAXREF-LD: Linked Data French Taxonomic Register;taxrefld;2024-01-21;Available;1;True;True;0.8506944444444444;VoID file available;Creative Commons Attribution - cc-by -;https://creativecommons.org/licenses/by-nc-sa/2.0/deed.en;False;7;0,048;0,004;254729;False;False;0,152;0,278;0,206;0,049;6;6;6,0;0,0;0,158;0,246;0,196;6,0;6,0;6,0;1.0;0.99995;1.0;1.0;1.0;1.0;4.99157055091071e-07;1.0;1.0;True;1.0;0.9999956734806286;0.98715 (out of 20000 triples considered);0.9827833572453372 (out of 697 triples considered);0,0011208209818918528;TAXREF-LD: Linked Data French Taxonomic Register;"TAXREF-LD is the Linked Data representation of TAXREF (https://inpn.mnhn.fr/programme/referentiel-taxonomique-taxref?lg=en), the French national taxonomical register for fauna, flora and fungus, that covers mainland France and overseas territories.

TAXREF-LD is a joint initiative of the National Museum of Natural History (http://www.mnhn.fr/) and the I3S laboratory (http://www.i3s.unice.fr/) (Université Côte d'Azur, CNRS, Inria). Its model is described in [1].

[1] Michel F., Gargominy O., Tercerie S. & Faron-Zucker C. (2017). A Model to Represent Nomenclatural and Taxonomic Information as Linked Data. Application to the French Taxonomic Register, TAXREF. In _Proceedings of the 2nd International Workshop on Semantics for Biodiversity (S4BioDiv) co-located with ISWC 2017_ vol. 1933. Vienna, Austria. CEUR.";https://inpn.mnhn.fr/programme/referentiel-taxonomique-taxref?lg=en;-;0,75;29;400;Name: Franck Michel, Email:franck.michel@inria.fr;2;3;Web:https://inpn.mnhn.fr/programme/referentiel-taxonomique-taxref?lg=en Name:Inventaire National du Patrimoine Naturel (INPN) Email:taxref@mnhn.fr;False;6233;2015-10-06;2.4170499282027405e-06%;3033;True;82745498;87211;0.00;42,5681 (out of 20000 triples considered);4,075446281083829;47,92582754393135 (out of 19999 triples considered);4,235520670365112;47,48923959827834 (out of 697 triples considered);10,45521770139798;30;42,0;42,0;42,0;101;10;47,0;47,0;48,0;108;21;41,0;47,0;54,0;110;True;10955968;13.24%;True;3;True;26003149;True;89;absent;True;https://taxref.mnhn.fr/sparql;True;1;0.568;56.767;0.7413881484519171;0.5;0.0007696158889514449;1.0;0.4;0.5964200998314111;0.9849666786226685;0.8316666666666667;0.00011208209818918527;0.375;0.5;1.0;0.0;1.0;0.02883116883116882;0.4992194592355719;0.541986206006308;0.8530609090471801;1.0;0.5
TAXREF-LD: Linked Data French Taxonomic Register;taxrefld;2024-01-28;Available;1;True;True;0.9655525938076687;VoID file available;Creative Commons Attribution - cc-by -;https://creativecommons.org/licenses/by-nc-sa/2.0/deed.en;False;7;0,048;0,004;254729;False;False;0,146;0,270;0,204;0,048;5;6;5,9;0,3;0,168;0,250;0,185;6,0;6,0;6,0;1.0;0.99995;1.0;1.0;1.0;1.0;4.99157055091071e-07;1.0;1.0;True;1.0;0.9999956734806286;0.98715 (out of 20000 triples considered);0.9827833572453372 (out of 697 triples considered);0,0011208209818918528;TAXREF-LD: Linked Data French Taxonomic Register;"TAXREF-LD is the Linked Data representation of TAXREF (https://inpn.mnhn.fr/programme/referentiel-taxonomique-taxref?lg=en), the French national taxonomical register for fauna, flora and fungus, that covers mainland France and overseas territories.

TAXREF-LD is a joint initiative of the National Museum of Natural History (http://www.mnhn.fr/) and the I3S laboratory (http://www.i3s.unice.fr/) (Université Côte d'Azur, CNRS, Inria). Its model is described in [1].

[1] Michel F., Gargominy O., Tercerie S. & Faron-Zucker C. (2017). A Model to Represent Nomenclatural and Taxonomic Information as Linked Data. Application to the French Taxonomic Register, TAXREF. In _Proceedings of the 2nd International Workshop on Semantics for Biodiversity (S4BioDiv) co-located with ISWC 2017_ vol. 1933. Vienna, Austria. CEUR.";https://inpn.mnhn.fr/programme/referentiel-taxonomique-taxref?lg=en;-;0,75;29;400;Name: Franck Michel, Email:franck.michel@inria.fr;2;3;Web:https://inpn.mnhn.fr/programme/referentiel-taxonomique-taxref?lg=en Name:Inventaire National du Patrimoine Naturel (INPN) Email:taxref@mnhn.fr;False;6241;2015-10-06;-;3041;True;82745498;87211;0.00;42,5681 (out of 20000 triples considered);4,075446281083829;47,92582754393135 (out of 19999 triples considered);4,235520670365112;47,48923959827834 (out of 697 triples considered);10,45521770139798;30;42,0;42,0;42,0;101;10;47,0;47,0;48,0;108;21;41,0;47,0;54,0;110;True;10955968;13.24%;True;3;True;26003149;True;89;{};True;https://taxref.mnhn.fr/sparql;True;1;0.568;56.767;0.7413881484519171;0.5;0.0007696158889514449;1.0;0.4;0.5964200998314111;0.9849666786226685;0.8316666666666667;0.00011208209818918527;0.375;0.5;1.0;0.0;1.0;0.02883116883116882;0.4992194592355719;0.541986206006308;0.8530609090471801;1.0;0.5
Tourpedia;tourpedia;2024-01-07;-;-1;http://tour-pedia.org/download/tourpedia.rdf;True;-;VoID file available;Creative Commons CCZero - cc-zero -;http://creativecommons.org/publicdomain/zero/1.0/;-;[];{};;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;None;Tourpedia;"TourPedia is the Wikipedia of Tourism. It contains information about accommodations, restaurants, points of interest and attractions of different places in Europe. At the moment only eight places are covered: Amsterdam, Barcelona, Berlin, Dubai, London, Paris, Rome and Tuscany. However, the idea is to extend the service to all the world.

Data are extracted from four social media: Facebook, Foursquare, Google Places and Booking. They were elaborated and integrated in order to build a unique catalogue.";Absent;-;0,5;4;91;Name: Angelica Lo Duca, Email:angelica.loduca@iit.cnr.it;1;2;Web:Absent Name:Andrea Marchetti Email:andrea.marchetti@iit.cnr.it;-;2015-01-16;2015-01-16;-;-;absent;0;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;True;3;True;-;-;-;{};True;http://tour-pedia.org/sparql;http://tour-pedia.org/download/tourpedia.rdf;-1;0.187;18.742;0.0;0.5;0.0;0;0.0;0.0;0.0;0.8316666666666667;0.0;0.25;1.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.5;0.0;0.3333333333333333;0.0
Tourpedia;tourpedia;2024-01-14;-;-1;http://tour-pedia.org/download/tourpedia.rdf;True;-;VoID file available;Creative Commons CCZero - cc-zero -;http://creativecommons.org/publicdomain/zero/1.0/;-;[];{};;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;None;Tourpedia;"TourPedia is the Wikipedia of Tourism. It contains information about accommodations, restaurants, points of interest and attractions of different places in Europe. At the moment only eight places are covered: Amsterdam, Barcelona, Berlin, Dubai, London, Paris, Rome and Tuscany. However, the idea is to extend the service to all the world.

Data are extracted from four social media: Facebook, Foursquare, Google Places and Booking. They were elaborated and integrated in order to build a unique catalogue.";Absent;-;0,5;4;91;Name: Angelica Lo Duca, Email:angelica.loduca@iit.cnr.it;1;2;Web:Absent Name:Andrea Marchetti Email:andrea.marchetti@iit.cnr.it;-;2015-01-16;2015-01-16;-;-;absent;0;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;True;4;True;-;-;-;{};True;http://tour-pedia.org/sparql;http://tour-pedia.org/download/tourpedia.rdf;-1;0.187;18.742;0.0;0.5;0.0;0;0.0;0.0;0.0;0.8316666666666667;0.0;0.25;1.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.5;0.0;0.3333333333333333;0.0
Tourpedia;tourpedia;2024-01-21;-;-1;http://tour-pedia.org/download/tourpedia.rdf;True;-;VoID file available;Creative Commons CCZero - cc-zero -;http://creativecommons.org/publicdomain/zero/1.0/;-;[];{};;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;None;Tourpedia;"TourPedia is the Wikipedia of Tourism. It contains information about accommodations, restaurants, points of interest and attractions of different places in Europe. At the moment only eight places are covered: Amsterdam, Barcelona, Berlin, Dubai, London, Paris, Rome and Tuscany. However, the idea is to extend the service to all the world.

Data are extracted from four social media: Facebook, Foursquare, Google Places and Booking. They were elaborated and integrated in order to build a unique catalogue.";Absent;-;0,5;4;91;Name: Angelica Lo Duca, Email:angelica.loduca@iit.cnr.it;1;2;Web:Absent Name:Andrea Marchetti Email:andrea.marchetti@iit.cnr.it;-;2015-01-16;2015-01-16;-;-;absent;0;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;True;4;True;-;-;-;{};True;http://tour-pedia.org/sparql;http://tour-pedia.org/download/tourpedia.rdf;-1;0.187;18.742;0.0;0.5;0.0;0;0.0;0.0;0.0;0.8316666666666667;0.0;0.25;1.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.5;0.0;0.3333333333333333;0.0
Tourpedia;tourpedia;2024-01-28;-;-1;http://tour-pedia.org/download/tourpedia.rdf;True;-;VoID file available;Creative Commons CCZero - cc-zero -;http://creativecommons.org/publicdomain/zero/1.0/;-;[];{};;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;None;Tourpedia;"TourPedia is the Wikipedia of Tourism. It contains information about accommodations, restaurants, points of interest and attractions of different places in Europe. At the moment only eight places are covered: Amsterdam, Barcelona, Berlin, Dubai, London, Paris, Rome and Tuscany. However, the idea is to extend the service to all the world.

Data are extracted from four social media: Facebook, Foursquare, Google Places and Booking. They were elaborated and integrated in order to build a unique catalogue.";Absent;-;0,5;4;91;Name: Angelica Lo Duca, Email:angelica.loduca@iit.cnr.it;1;2;Web:Absent Name:Andrea Marchetti Email:andrea.marchetti@iit.cnr.it;-;2015-01-16;2015-01-16;-;-;absent;0;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;True;4;True;-;-;-;{};True;http://tour-pedia.org/sparql;http://tour-pedia.org/download/tourpedia.rdf;-1;0.187;18.742;0.0;0.5;0.0;0;0.0;0.0;0.0;0.8316666666666667;0.0;0.25;1.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.5;0.0;0.3333333333333333;0.0
URIBurner;uriburner;2024-01-07;Available;-1;True;True;-;VoID file offline;License not specified - notspecified -;http://creativecommons.org/licenses/by/3.0/;-;5;0,600;0,003;4176134;True;False;0,263;0,323;0,294;0,020;4;4;4,0;0,0;0,283;0,303;0,299;4,0;4,0;4,0;1.0;1.0;-;1.0;1.0;0.99953;0.005546906351685225;0.9999999987142815;Unable to retrieve properties from the endpoint;True;Unable to retrieve classes from the endpoint;0.9998717984325759;-;0.98731 (out of 100000 triples considered);9,413955424741993e-05;URIBurner;"A service that delivers RDF-based structured descriptions of Web addressable resources in a variety of formats through Generic HTTP URIs.

The underlying technology is Virtuoso's Sponger, which takes an existing Web-accessible resource (webpage, media) and generates an RDF graph of its metadata using existing well-known ontologies as well as site-specific knowledge. URIBurner then re-presents this data as either a new HTML webpage, or directly as RDF in a variety of serializations (RDF/XML, text/n3, turtle, JSON).

### Issues

The linking information is incomplete and the numbers are guesswork.";http://uriburner.com/;False;0,75;57;1280;False;185;141;Web:http://uriburner.com/ Name:OpenLink Software Email:Absent;False;738898;2023-07-10;1.285718543646754e-07%;188;160;777775202;4000;0.00;-;-;67,60366887374852 (out of 99999 triples considered);27,912203252343936;75,31406234338979 (out of 100000 triples considered);26,434923180927907;-;-;-;-;-;13;64,0;72,0;77,0;1879;19;66,0;70,0;82,0;1879;True;88664132;11.40%;True;57;True;68541433;True;430;{};True;http://linkeddata.uriburner.com/sparql;True;-1;0.472;47.193;0.5;0.5;0.0013416149624871844;0.51;0.4;0.20104511626625152;0.0;0.8316666666666667;9.413955424741993e-06;0.375;0.5;1.0;0.0;0.6666666666666666;0.020400333245637114;0.42001946438993576;0.6397406662360332;0.8726430443498427;1.0;1.0
URIBurner;uriburner;2024-01-14;Available;-1;True;True;-;VoID file offline;License not specified - notspecified -;http://creativecommons.org/licenses/by/3.0/;-;5;0,600;0,003;4175252;True;False;0,267;0,338;0,293;0,026;4;4;4,0;0,0;0,271;0,302;0,289;4,0;4,0;4,0;1.0;1.0;-;1.0;1.0;0.99953;0.005684702674215648;0.9999999987151631;Unable to retrieve properties from the endpoint;True;Unable to retrieve classes from the endpoint;0.9998718863373611;-;0.98731 (out of 100000 triples considered);9,413955424741993e-05;URIBurner;"A service that delivers RDF-based structured descriptions of Web addressable resources in a variety of formats through Generic HTTP URIs.

The underlying technology is Virtuoso's Sponger, which takes an existing Web-accessible resource (webpage, media) and generates an RDF graph of its metadata using existing well-known ontologies as well as site-specific knowledge. URIBurner then re-presents this data as either a new HTML webpage, or directly as RDF in a variety of serializations (RDF/XML, text/n3, turtle, JSON).

### Issues

The linking information is incomplete and the numbers are guesswork.";http://uriburner.com/;False;0,75;57;1280;False;185;141;Web:http://uriburner.com/ Name:OpenLink Software Email:Absent;False;738903;2023-07-10;1.2848369568240948e-07%;193;160;778308870;4000;0.00;-;-;67,60757125035985 (out of 99999 triples considered);27,908542325436372;75,31406234338979 (out of 100000 triples considered);26,434923180927907;-;-;-;-;-;13;64,0;72,0;77,0;1879;19;66,0;70,0;82,0;1879;True;88668013;11.39%;True;57;True;68834292;True;430;{};True;http://linkeddata.uriburner.com/sparql;True;-1;0.472;47.193;0.5;0.5;0.0013416149624871844;0.51;0.4;0.20104511626625152;0.0;0.8316666666666667;9.413955424741993e-06;0.375;0.5;1.0;0.0;0.6666666666666666;0.020400333245637114;0.42001946438993576;0.6397406662360332;0.8726430443498427;1.0;1.0
URIBurner;uriburner;2024-01-21;Available;-1;True;True;-;VoID file offline;License not specified - notspecified -;http://creativecommons.org/licenses/by/3.0/;-;5;0,600;0,003;4186131;True;False;0,266;0,311;0,285;0,015;2;4;3,7;0,6403124237432849;0,278;0,285;0,284;4,0;4,0;4,0;1.0;1.0;-;1.0;1.0;0.99953;0.005693163851914885;0.9999999974337017;Unable to retrieve properties from the endpoint;True;Unable to retrieve classes from the endpoint;0.9998720546326718;-;-;9,413955424741993e-05;URIBurner;"A service that delivers RDF-based structured descriptions of Web addressable resources in a variety of formats through Generic HTTP URIs.

The underlying technology is Virtuoso's Sponger, which takes an existing Web-accessible resource (webpage, media) and generates an RDF graph of its metadata using existing well-known ontologies as well as site-specific knowledge. URIBurner then re-presents this data as either a new HTML webpage, or directly as RDF in a variety of serializations (RDF/XML, text/n3, turtle, JSON).

### Issues

The linking information is incomplete and the numbers are guesswork.";http://uriburner.com/;False;0,75;57;1280;False;185;141;Web:http://uriburner.com/ Name:OpenLink Software Email:Absent;False;738909;2023-07-10;1.2831491428128095e-07%;199;160;779332633;4000;0.00;-;-;67,61038607939098 (out of 99999 triples considered);27,905405100174015;75,31715946677357 (out of 100000 triples considered);26,433490668400886;-;-;-;-;-;13;64,0;72,0;77,0;1879;19;66,0;70,0;82,0;1879;True;88645661;11.37%;True;57;True;69183481;True;430;{};True;http://linkeddata.uriburner.com/sparql;True;-1;0.472;47.193;0.5;0.5;0.0013416149624871844;0.51;0.4;0.20104511626625152;0.0;0.8316666666666667;9.413955424741993e-06;0.375;0.5;1.0;0.0;0.6666666666666666;0.020400333245637114;0.42001946438993576;0.6397406662360332;0.8726430443498427;1.0;1.0
URIBurner;uriburner;2024-01-28;Available;-1;True;True;-;VoID file offline;License not specified - notspecified -;http://creativecommons.org/licenses/by/3.0/;-;5;0,600;0,003;4188749;True;False;0,234;0,580;0,369;0,131;3;4;3,5;0,5;0,273;0,460;0,297;3,0;4,0;3,5;1.0;1.0;-;1.0;1.0;0.99953;0.005695581331257525;0.999999997437679;Unable to retrieve properties from the endpoint;True;Unable to retrieve classes from the endpoint;0.9998722529221593;-;-;9,413955424741993e-05;URIBurner;"A service that delivers RDF-based structured descriptions of Web addressable resources in a variety of formats through Generic HTTP URIs.

The underlying technology is Virtuoso's Sponger, which takes an existing Web-accessible resource (webpage, media) and generates an RDF graph of its metadata using existing well-known ontologies as well as site-specific knowledge. URIBurner then re-presents this data as either a new HTML webpage, or directly as RDF in a variety of serializations (RDF/XML, text/n3, turtle, JSON).

### Issues

The linking information is incomplete and the numbers are guesswork.";http://uriburner.com/;-;0,75;57;1280;False;185;141;Web:http://uriburner.com/ Name:OpenLink Software Email:Absent;False;738917;2023-07-10;1.2811605207064775e-07%;207;160;780542316;4000;0.00;-;-;67,61737517192847 (out of 99999 triples considered);27,898813493038993;75,31715946677357 (out of 100000 triples considered);26,433490668400886;-;-;-;-;-;13;64,0;72,0;77,0;1879;19;66,0;70,0;82,0;1879;True;88711157;11.37%;True;57;True;69587345;True;430;{};True;http://linkeddata.uriburner.com/sparql;True;-1;0.472;47.193;0.5;0.5;0.0013416149624871844;0.51;0.4;0.20104511626625152;0.0;0.8316666666666667;9.413955424741993e-06;0.375;0.5;1.0;0.0;0.6666666666666666;0.020400333245637114;0.42001946438993576;0.6397406662360332;0.8726430443498427;1.0;1.0
tags2con delicious;tags2condelicious;2024-01-07;-;-1;absent;False;-;VoID file available;Creative Commons Non-Commercial (Any) - cc-nc -;http://creativecommons.org/licenses/by-nc-nd/3.0/;-;2;1,000;0,001;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8,159340198611645e-05;tags2con delicious;"The tags2con dataset has been manually created by a group of human annotators that linked del.icio.us tags to their real meaning.

A subset of a delicious dump has been used to create the tags2con dataset, a set of 500 user-bookmarks pairs have been selected randomly and all the tags used by these pairs have been manually cleaned and disambiguated to WordNet synsets.

More user-bookmark are being currently annotated.";http://disi.unitn.it/~knowdive/dataset/delicious/;False;0,75;9;402;Name: None, Email:andrews@disi.unitn.it;3;1;"Web:http://disi.unitn.it/~knowdive/dataset/delicious/ Name:Pierre Andrews, Ilya Zaihrayeu, Juan Pane Email:andrews@disi.unitn.it; ilya@disi.unitn.it; pane@disi.unitn.it";-;2010-06-19;absent;-;-;absent;85908;609;0.01;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;True;9;True;-;-;-;{};True;;absent;-1;0.206;20.617;0.25;0.5;0.0;0;0.0;0.0;0.0;0.8316666666666667;8.159340198611644e-06;0.375;1.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.5;0.0;0.3333333333333333;0.0
tags2con delicious;tags2condelicious;2024-01-14;-;-1;absent;False;-;VoID file available;Creative Commons Non-Commercial (Any) - cc-nc -;http://creativecommons.org/licenses/by-nc-nd/3.0/;-;2;1,000;0,001;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8,159340198611645e-05;tags2con delicious;"The tags2con dataset has been manually created by a group of human annotators that linked del.icio.us tags to their real meaning.

A subset of a delicious dump has been used to create the tags2con dataset, a set of 500 user-bookmarks pairs have been selected randomly and all the tags used by these pairs have been manually cleaned and disambiguated to WordNet synsets.

More user-bookmark are being currently annotated.";http://disi.unitn.it/~knowdive/dataset/delicious/;False;0,75;9;402;Name: None, Email:andrews@disi.unitn.it;3;1;"Web:http://disi.unitn.it/~knowdive/dataset/delicious/ Name:Pierre Andrews, Ilya Zaihrayeu, Juan Pane Email:andrews@disi.unitn.it; ilya@disi.unitn.it; pane@disi.unitn.it";-;2010-06-19;absent;-;-;absent;85908;609;0.01;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;True;9;True;-;-;-;{};True;;absent;-1;0.206;20.617;0.25;0.5;0.0;0;0.0;0.0;0.0;0.8316666666666667;8.159340198611644e-06;0.375;1.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.5;0.0;0.3333333333333333;0.0
tags2con delicious;tags2condelicious;2024-01-21;-;-1;absent;False;-;VoID file available;Creative Commons Non-Commercial (Any) - cc-nc -;http://creativecommons.org/licenses/by-nc-nd/3.0/;-;2;1,000;0,001;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8,159340198611645e-05;tags2con delicious;"The tags2con dataset has been manually created by a group of human annotators that linked del.icio.us tags to their real meaning.

A subset of a delicious dump has been used to create the tags2con dataset, a set of 500 user-bookmarks pairs have been selected randomly and all the tags used by these pairs have been manually cleaned and disambiguated to WordNet synsets.

More user-bookmark are being currently annotated.";http://disi.unitn.it/~knowdive/dataset/delicious/;False;0,75;9;402;Name: None, Email:andrews@disi.unitn.it;3;1;"Web:http://disi.unitn.it/~knowdive/dataset/delicious/ Name:Pierre Andrews, Ilya Zaihrayeu, Juan Pane Email:andrews@disi.unitn.it; ilya@disi.unitn.it; pane@disi.unitn.it";-;2010-06-19;absent;-;-;absent;85908;609;0.01;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;True;9;True;-;-;-;{};True;;absent;-1;0.206;20.617;0.25;0.5;0.0;0;0.0;0.0;0.0;0.8316666666666667;8.159340198611644e-06;0.375;1.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.5;0.0;0.3333333333333333;0.0
tags2con delicious;tags2condelicious;2024-01-28;-;-1;absent;False;-;VoID file available;Creative Commons Non-Commercial (Any) - cc-nc -;http://creativecommons.org/licenses/by-nc-nd/3.0/;-;2;1,000;0,001;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8,159340198611645e-05;tags2con delicious;"The tags2con dataset has been manually created by a group of human annotators that linked del.icio.us tags to their real meaning.

A subset of a delicious dump has been used to create the tags2con dataset, a set of 500 user-bookmarks pairs have been selected randomly and all the tags used by these pairs have been manually cleaned and disambiguated to WordNet synsets.

More user-bookmark are being currently annotated.";http://disi.unitn.it/~knowdive/dataset/delicious/;-;0,75;9;402;Name: None, Email:andrews@disi.unitn.it;3;1;"Web:http://disi.unitn.it/~knowdive/dataset/delicious/ Name:Pierre Andrews, Ilya Zaihrayeu, Juan Pane Email:andrews@disi.unitn.it; ilya@disi.unitn.it; pane@disi.unitn.it";-;2010-06-19;absent;-;-;absent;85908;609;0.01;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;True;9;True;-;-;-;{};True;;absent;-1;0.206;20.617;0.25;0.5;0.0;0;0.0;0.0;0.0;0.8316666666666667;8.159340198611644e-06;0.375;1.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.5;0.0;0.3333333333333333;0.0
